ulasan,score,sentiment
yg bintang 5 buzer semua asliii tapi buzee scam gk mau bayarrrr teke nya t me freelancechi,1,Negatif
scam duitsaya hilang di sini,1,Negatif
aplikasi buruk informasi banyak yang tidak akurat sungguh aplikasi scam,1,Negatif
kelas copy paste aja di jual idih rug di manta gak mau ngasih jalan keluar malah di hina hina membernya,1,Negatif
mana call gratis yang anda janjikan ncek mana call gratisnya ncekk saya sungguh tidak sabar mau all in rata kanan ncek,1,Negatif
apk apaan ini cok lelet banyk iklan aslinya buruk bngett lu mau trading masuk grup ppl aja itu yg komen baik baik smpe bintang 5 itu buzzer yang disewa adminnya nyewa dishopee juga bisa aowlwo,1,Negatif
jangan percaya yang komen bintang 5 buzzer bayaran semua isinya news yang di translate doang udh gitu ga realtime lg wkwk,1,Negatif
bitang 1 aja prof 🙏,1,Negatif
ilmu kopas doang sampe jutaan harganya cuma orang yg super tolol yg mau bayar sinyal trading juga banyak yg lebih bagus yg free,1,Negatif
bayar 17jt di suruh baca koran cepet kaya lu timot,1,Negatif
mantap aplikasinya tapi jelek,1,Negatif
wkwk jan mau dibegooin manipulasi rating pake buzzer 😂 review qualitas kelasnya banyak di youtube jg bagi yg awam jangan terburu2 riset dulu harga mahal kualitas copas ini,1,Negatif
ini khusus org kaya bukan org miskin kalo org miskin makin di habisi uangnya,1,Negatif
gimana cara login nya sampah banget masa harus ikut member dulu ngotak dong lubayar orang buat review 5 ini aja gmana masuknya buat yg lain jgn instal gak ada gunanya buang data paket kalian aja,1,Negatif
tidak ada tempat pendaftarannya,2,Negatif
harga aplikasi 17 juta 🤣🤣,5,Negatif
aneh banyak rating 5 palsu wkwkw,1,Negatif
apps good news update dan lebih simple tolong itu yg kasih bintang 1 2 buzzer semua 😅 tanggal postingnya barengan selisih cuma sehari kasian ga punya duit buat join malah nyari duit dari nyepam,5,Negatif
sangat menyesal beli kelas mahal porto malah rungkad,1,Negatif
ga guna,1,Negatif
banyak member yang kecewa sekedar peringatan hati hati jangan fomo kalau mau join tanya tanya temen atau cari yang sudah join kalau saya jelas sangat kecewa banyak cerita saja seperti bloomberg dan lagi kalau review jelek dll bisa bumkam akun nya jadi harus lebih hati hati,1,Negatif
bayar mahal mahal materi aplikasi berasa aplikasi turorial baca koran kalau dca btc mah yg gratis juga banyak,1,Negatif
tolol,1,Negatif
masa gada fitur buat akun suruh login gitu aja sedangkan gua baru bet download apk ini,2,Negatif
tidak bisa registrasi,1,Negatif
bro tim ni ga bisa login gua kenapa,3,Negatif
diskusi ditutup mau ngasih testimoni gak bisa koin2 yang dicall udah pada turun diatas 50 live kelas juga udah hampir ga pernah mungkin ini salah satu keputusan terburuk dalam hidup yaitu join ac,1,Negatif
aplikasinya kurang bagus,1,Negatif
mahal amat bang bayar nya,1,Negatif
aplikasi goblog gak bisa masuk jangan di dowload aplikasi gak guna,1,Negatif
gatau gw ikut bintang 1 karna fomo,1,Negatif
makin kesini makin ke sana kami sebagai treder butuh diskusi dan sharing tentang pengalaman kalo di apk kaya gini kami jadi terbatas tida bisa saling komunikasi antara treder lain,1,Negatif
kecewa udah ga ada diskusi member coin yang di call bulan maret pun masih minus,1,Negatif
parahh aplikasi tipu tipu,1,Negatif
aplikasi orang tolol buang2 duit,1,Negatif
skem parah woilah,1,Negatif
jujur gw join ac gara form diskusi discord tapi malah di matiin signal badut lawak sekarang malah pindah apps lawak contrarian permanent di matiin tapi yaudahlah kita bisa apa selain nyuci piringnya timothy akwoakeokaeo,1,Negatif
informasi yang diberikan sangat mahal,5,Negatif
bayar 17 juta buat baca berita🫵🤣,1,Negatif
gambar ketika di zoom tidak bisa di geser kanan kiri,3,Negatif
mengudara ac,5,Negatif
foundernya scam dengan cara modern kelas mahal suka fomo2in anti kritik yang kritik di diskusi kena ban analisa salah gak mau mengakui giliran bener sekali langsung koar2 ngemis rating aplikasi ke publik yang notabene tidak bisa login ke aplikasi dengan dalih agar ada margin call lagi marketing sampah gini kok dibilang game theory reffund uang kami semua,1,Negatif
akademi scam banyak orng yang rungkad karena call sampah nya dan di jadiin rungkad,1,Negatif
yg minus bisa refund gk,1,Negatif
kurang bermanfaat dan sudah terbukti menyebabkan rugi tolong dijauhi dan jangan didekati daripada bikin setengah mati cupang saja,1,Negatif
💩,1,Negatif
gausah deh bro beneran buat yg awam banyak kok info yg gratis di twitter lebih cepet lagi ac juga cuman copy dari sana kalian itu cuman jdi korban pembodohan gara gara awam,1,Negatif
buset ini pada kenapa sih orang indo gak ada yang ngehargain ilmu dan informasi hedehh pantesan gak maju maju,5,Negatif
apa apaan nih ajg gw kirain langsung dapat 900rb primo atau stellar jade ternyata enggak😡😡 sekem banget gak sih hapus aja co gw download 5 hari 5 malam ga dapat apa apa besok besok mending gw download luckypatcher😡😡😡,1,Negatif
hati hati gharar sudah banyak yang kecewa jangan sampai anda jadi yang berikutnya,1,Negatif
bisa ditingkatkan lagi ui ux nya dan untuk research nya bisa di perbanyak lagi overal good,4,Negatif
aplikasi sampah tidak ada gunanya hannya memperkaya timothy ronal dan kalimasada otaknya sok nyainging blombeg terminal,1,Negatif
gpp pen rating 1 aja,1,Negatif
apk payah isinya gak bermutu mending nyari sendiri lebih banyak infonya isinya gak da bedanya bahkan lebih minim taik,1,Negatif
harta tahta manta rungkad,1,Negatif
instal ini buat kasih bintang 1 aja bintang 1nya buat buzzer bayaran yg kasih bintang 5 keluarkan lagi anggaran bayar freelance seperti kami bisa review 1000 akun bintang 5 palsu full template lord anda diserang netijen kami dapat pekerjaan anda senang kami drawdown lagi 17jt juga harus dibagi ke buzzer2 rating palsu alam semesta harus seimbang ❤ ❤ ❤,1,Negatif
buat kalian yang mau join ac mending pikir dlu di dalam gak sebagus yg di luar seperti yg mereka katakan tanya dikit disuruh liat modul tanya dikit di bilang belajar sendiri orangnya pada cuek bikin peraturan seenak jidat,1,Negatif
apapun yang kalian lihat di sosmed ga sebagus itu bayar mahal mahal isinya berita doang padahal berita itu bisa di dapatkan berbagai platform seperti coinmarketcap telegram banyak lagi,1,Negatif
aplikasi scam,1,Negatif
gass margin call lgi ncek,5,Negatif
kalo belom siap sama planing nya jgn berani buka kelas lah hampir setahun malah dsuruh ikut merasakan proses doang gak jelas arah nya mau gimana,1,Negatif
aplikasi yang sangat beredukasi,5,Negatif
saya berharap fiturnya di tmbhin dari search sama juga di tambahin lagi untuk fitur news atau risetan itu ada notifikasi kek discord supaya tidak ketinggalan berita,5,Negatif
gk menarik dari segi ilmu nyatanya banyak juga yg nyangkut di akademinya dari segi prediksi gk sesuai ekspektasi apalagi gk ada pembahasan kalo rugi lapang dada untuk narik dana giliran di kasih masukan membernya di kick di block aneh buat validasi supaya merasa kuat dan bawa2 uang buat masukan paling penting cari guru yg bisa saling komunikasi ke membernya tanpa menggunakan bahasa mempermiskinkan manusia,1,Negatif
daging semua geloo,5,Negatif
gak berani buka diskusi akhirnya bikin apk takut kena mental call nya apass😆,1,Negatif
menjijikkan edukasi sampah penipuan,1,Negatif
alhamdulillah bisa download kemaren ga bisa ilmu mahal ini woi jgn sampe rating jelek,5,Negatif
namanya juga 1 dari 99 wkkwk yang 99 kan cuma modal ikut ikutan,5,Negatif
ga bisa login masa iya harus jadi member baru bisa make harusnya pake subscription perbulan siapa aja bisa pake kalo cuma buat org komunitas gak usah listing di google play ngapain udah ada aplikasi kita mesti repot daftar pake web ini review jujur sih,3,Negatif
bocil fomo minggir dulu,5,Negatif
margin call,5,Negatif
gua bukan member ac hanya bisa dapat informasi per crypto an lewat live mc sama research sendiri tapi saya untung banyak yang ngerasa rugi dan member karbitan pasti ot4knya gasampe dan rungkad nyalahin yang kasi informasi mending balik ke pelukan mama mu dek,5,Negatif
edukasi crypto terbaik in my life yg ngerating jelek kelihatan banget kegoblokannya gk bisa baca data,5,Negatif
jelek,1,Negatif
gw kagak tau kenapa banyak buzzer yang ngatain nih apk padahal mah fine fine aja,5,Negatif
tampilan yang kurang menarik menurut saya katanya tidak worth ya,2,Negatif
yg ngasih bintang 1 fix gk kenal crypto tapi mau jatuh kan timothy,5,Negatif
lucu banget asli bayar orang buat ngebalap rating bintang 1 nya wkwkwkwkwkkwkwk serius ini kocak banget inget bre karma itu ada tunggu aja ya,1,Negatif
buka langganan perbulan bang nanti tak kasi bintang 5,3,Negatif
ga ada cara kaya instant dan akademi crypto itu nuntunin org buta biar bisa pegangan d tangga kesusksesan lewat industri crypto ini g akan cocok buat semua org dan itu wajar karena data bs bermanfaat buat org yg bs baca tulis dan mau belajar bukan aplikasi isi joget2 dada sama pantat doang,5,Negatif
sebagai member ac gw kecewa sih ga ada yang bagus di kelas ini gw join 1 maret kemarin sampe skarang masih rungkat puluhan juta sangkut di manta paling banyak snx qnt xdc,1,Negatif
duit ratusan m dari jualan kelas cma bisa bikin begini doang klo cuma jadi platform berita mah yg gratisan juga lebih kenceng,1,Negatif
aplikasi ampas gk rekomendasi yg ada malah makin ancur,1,Negatif
tidak ada untungnya saya merasa dirugikan oleh pihak ini,1,Negatif
hati,1,Negatif
isinya ilmu mahal,5,Negatif
informasi itu mahal,5,Negatif
manrap,5,Negatif
jangan mau download app ini mau aja di bodoh bodohin sama orang yang modal bacot gede wkwkwkwk kalo app ini rating nya bagus udah pasti buzzer hahaha,1,Negatif
margin call bang,5,Negatif
yg belum beli kelas nya mending jangan beli karna sampeh mahal doang tpi sampah,1,Negatif
tombol refund nya tolong dikasih korban rungkad maret sudah muak liat kelakuan profesor profesoran aplikasi isinya berita berita sampah giliran market naik sepi call gajelas banget,1,Negatif
ilmu mahal nih,5,Negatif
semua yang rating jelek itu ga punya akses ke aplikasinya hanya download dan review bintang 1 waktu release dan user asli yang review itu 4 9 di appstore dan playstore,5,Negatif
apk yang bermanfaat jika ada yg kasih bintang 1 itu orang dongo yang gabisa pake informasi atau orang orang sulit yang iri dengki 🫵🏻,5,Negatif
sy member ga bs login,1,Negatif
lebih baik buat fitur refund di appsnya saya salah satu pengguna yang ingin refund,1,Negatif
buat masuk ke dalam butuh 17 juta kemahalan tolong di turunin harganya jadi 100rb,1,Negatif
aplikasi ga guna,1,Negatif
haram mending yang pasti pasti aja v,1,Negatif
hitamkan,1,Negatif
akademi crypto ❌ akademi cutloss ✅,1,Negatif
buat lu yang rating jelek nihh aplikasi cukup dehh buzzer udh miskin gk punya otak,5,Negatif
aplikasi sampah nan gak jelas scam,1,Negatif
salah satu yang bnyak mrubah hdup saya,5,Negatif
aplikasi ini hanyalah kedok mereka agar punya product aslinya isinya bisa didapatkan secara gratis di internet apalagi banyak member ac yg tidak dpat sharing sama mentor yg mereka subscribe kelas macam apa ini kelas komunikasi 1 arah doang,1,Negatif
apaan ini kukira aplikasi buat ojol ternyata aplikasi bodong,1,Negatif
minimal konsisten dikit ngap kalo ngomong kecewa gw,1,Negatif
minimal kasih edukasi gratis di aplikasi nya lah biar gak percuma download,1,Negatif
penipuan terbesar abad ini,1,Negatif
tekhnologi yang ada dibalik berjalannya cryptocurrency bisa dipelajari gratis tapi kalau tujuannya pengen kaya secara instant banyak yang menawarkan iming iming itu dan ini salah satunya dan kalian percaya miris,1,Negatif
saya sudah mencoba apk nya ada beberapa bug di desktop saya dengan tampilan tidak normal bikin leg,1,Negatif
yangg ngasih ratting aplikasi sampah sampah matamu bilang aja kalau gak punya akses login😅🤣 ini aplikasi berita terupdate yg ada di indonesia khususnya cryptocurrency dan berita ekonomi secara makro,5,Negatif
dicurigain buka dark web saya,5,Negatif
scam kalimasada timothy gajelas at wannabe tp ngescam bikin app buat lari dari member yg kritik call sesat dan pada minus 90 dari maret di mana pencitraan trus nyalahin member gapake mm dg benar pdhl tinggal akuin aja kesalahan call tp terus an ngebohongin publik dan masih aja ngeklaim info a1 lah bla bla bla literally manusia paling kayak iblis dan semoga segera hancur hidup lu berdua,1,Negatif
owner scam,1,Negatif
sampah bayar mahal gada benefit nya balik modal juga nggak tolong banned aplikasi ini mbah google,1,Negatif
woi balikin duit gw 17 jt anjeng,1,Negatif
minus banyak,1,Negatif
aplikasi tolol kocak geming acumalaka ahoy,1,Negatif
tidak sebagus kelihatannya kecowa🙏,1,Negatif
research dari yang lain kok bisa2nya di duitin,1,Negatif
platform sampah materi selangit praktek nol besar yg belum join jangan sampai kegocek jauhi,1,Negatif
walupun belum bisa buat akun yang penting dwonload dulu sekalian rating biar bisa liat mc lagi dan buat kalian yang rating 1 dan 2 semoga sehat selalu,5,Negatif
ui simple serta mudah dipahami sukses jaya ac timothy rolan kalimasada edit gw nyangkut di altlayer xai renzo dll 😡,1,Negatif
orang bilang ngapain sih beli info gitu doang banyak cari aja ga sebanding ama ac beneran mc gratisan aja daging semua yg punya niat jatuhin nih produk anak bangsa tolong jauh2 aja energi negatif kalian itu ga bermanfaat taulah 🤪🤪🤪,5,Negatif
bang manta saya kapan bisa balik ke harga entry,1,Negatif
hoax,1,Negatif
mekleren lo warna apa bos,1,Negatif
app ga bnyaak manfaat mahal doang,1,Negatif
aplikasi apaan ni jir malah jadi portal berita,1,Negatif
aplikasi berbahaya,1,Negatif
sampah beli kelas mahal mahal malah disuruh dyor pas signalnya nggak sesuai malah nyalahin anggota,1,Negatif
ayo mari kita spam bintang 1 kawan2,1,Negatif
logo shemphak memang meresahkan mclaren hasil duit anggota,1,Negatif
tidak recommended sama sekali,1,Negatif
jangan mau di bodohin aplikasi sampah nih buat nipu member nya,1,Negatif
jangan percaya sama yang jelek jelekin ac itu buzzer goblog ac sangat bangus selama gw pelajari di sana banyak banget ilmunya bagi teman temen jangan mudah percaya karna banyak org yang g suka sama ac sekian terimakasih 🙏,5,Negatif
akademi sampah ga bermutu,1,Negatif
bayar 17jt disuruh beli bitcoin mending 17jt nya beli bitcoin langsung dongo,1,Negatif
astaga bug nya banyak banget ampenlemot hp,1,Negatif
mana koin wild card wild cardmu dump semua gada yang mau recovery woi kasih info yang bener,1,Negatif
kecewa,1,Negatif
jangan join bikin miskin doank,1,Negatif
fix scam timoty sma kalimasada itu suka membalikan fakta buktinya di discord sudah bayar belasan juta tapi gabisa berdiskusi dia asik sendiri sedangkan member nya di bungkam akademi crypto sampah,1,Negatif
scam ternyata parah parah hati hati aja semuanya,1,Negatif
yang berharap ini apk gk ada minusnya sabar bos ini baru permulaan kan bisa di tolong fitur apa yg masih kurang lu beli pada dengan harga murah lu mikir 17 juta bisa dapet segalanya sadar bosss lu berharap semua call harus profit lu tuh cuma ngikutin call doang tanpa tau apa yg lu beli tanpa mao belajar cuma berharap beli 17 juta lu untung gede tanpa mau belajar kocak manusia bloomberg aja mahal pertahunnya itu pun masih harus lu olah sendiri,5,Negatif
pembodohan,1,Negatif
tolang kasi akses yang free yang belum mampu untuk masuk,5,Negatif
ga bagus,1,Negatif
kadang sadar diri itu perlu coba buka chanel diskusi member yang sudah ditutup liatlah respon member dan jangan takut untuk menerima kritikan dan perbaikilah,1,Negatif
aplikasi tersampah yang pernah ada sampai hak para member tidak terlaksana bukti bahwa mereka hanya mementingkan diri sendiri bukan keseluruhan member kita cuma dijadikan exit liquidity sama mereka berdua sampah lebih buruk dari sampah👎,1,Negatif
yg komen jelek mungkin yg gk punya akses masuk aja,5,Negatif
kecewa berat sekem parah✋😡 kesini penasaran sama video bugil kalimasada,1,Negatif
ac sampah join mahal mahal 17jt cuma buat hold manta jadi investor abadi ga recommend,1,Negatif
aplikasi sesat berbahaya gabung 12juta dpt call minus 50 90 persen jual rumah beli altcoint anjir ilang rumah gwa,1,Negatif
yang ngasih bintang 1 itu bukan member ac asli mereka mau menjatuhkan dengan riview bintang 1 di kasih uang 5 ribu wkwkwk,5,Negatif
mending cari yg gratisan le,1,Negatif
ini aplikasi penipuan berkedok edukasi dan investasi,1,Negatif
apk nya butut sering ngelag pas war,1,Negatif
cuma orang tolol yang percaya kelas kalau dia jago kenapa butuh duit member tknggal trading aja bayar mahal2 cuma mau di kibulin,1,Negatif
ikut kelas belasan juta pas beli koin yg di call malah minus sampai 70 niat ingin profit malah rungkat,1,Negatif
rugi sih lu spend duit banyak masuk ac,1,Negatif
katanya udah kaya tapi masih mulung dana dari pengguna nya,1,Negatif
penipuan,1,Negatif
gabung kelas ini ga ada manfaatnya cuih,1,Negatif
sungguh miris yg ksh bintang 1 padahal mereka gak bisa login di apk nya tau dalamnya aja kgk cuihh di dlm apk ini full pembelajaran semoga oknum ga bertanggung jawab segera di tangkap,5,Negatif
aplikasi sampahh mnding jangan download kalean pada daripada nyesel nih apk sampah banget gak guna kek owner nya,1,Negatif
yg ngasih rating 1 biasanya sih nyangkut all in mental penjudi🤣,5,Negatif
rugi join mahal mahall malah jadi sangkuter gak sesuai omongan bisanya fomoin doang,1,Negatif
yang nilai jelek semoga hidupnya miskin terus jelas2 manfaat bikin lo pada kaya,5,Negatif
yang ngga punya otak jangan download aplikasi ini bukan untuk kalian,5,Negatif
berkat akademi crypto dari saya yang selalu punya uang sekarang sudah habis karena minus yang terlalu banyak webinar yg mereka keluarkan juga semua sia sia saja rugi,1,Negatif
aplikasi sampah flexing terus merusak moral bangsa,1,Negatif
aplikasi yg sangat tidak bermanfaat sama sekali,1,Negatif
bayar puluhan juta buat sampah gini amat nyari makan sampe jualan kelas hasil copy paste member komplain malah dibungkam badut badut,1,Negatif
njirr bayar mahal2 suruh marketing pula mc lagi ketika diatas 4 ya,1,Negatif
sampah bayar 15jt cuma buat minus portofolio aja,1,Negatif
beli kelas kaga pada nilai buruk lu pada anj,5,Negatif
kembalikan uang saya,1,Negatif
17 juta di suruh hold,1,Negatif
yg rating jelek otaknya minus,5,Negatif
ubah aja namanya jadi akademi scam mau aja lo di bodohin timoti tolol🤪,1,Negatif
kelas bodoh penipuan jangan dibeli cuma buang buang duit nge call buat jadi exit liquidity doang,1,Negatif
udah bayar 17 juta setahun di tambah 20jt webinar ternyata ga ada hasil di cuekin aplikasi penipuan tolong di banned aja sudah banyak korban nya,1,Negatif
cuman orang bodoh yg ngasih bintang satu keliatan sekali ketololannya,5,Negatif
angkat maret masih rugi banyak nyesal masuk kelas ini buat kalian jangan masuk kelas nanti menyesal dia hanya fokus jualan kelas aplikasi sampah hanya isi berita ga bermutu,1,Negatif
yg ngasih rating jelek itu bukan member sepertinya,5,Negatif
aplikasi gajelas,1,Negatif
ga dapet akases soalnya blm jadi member,5,Negatif
aplikasi tolol member tolol timoti tolol bayar 17 juta cuma buat minus goblo goblo,1,Negatif
buat yang diluar server indonesia danger this is scam please dyor,1,Negatif
walaupun aku belum masuk tapi menurutku yang ngasih bintang 1 itu spesies monyet kayaknya,5,Negatif
beli kelas mahal mahal giliran di kompalin di kick,1,Negatif
bayar mahal mahal malah mau ditampol kalimasada bull market baby akwokwowk,1,Negatif
aplikasi gak jelas disuruh bayar mahal tapi isinya zonk,1,Negatif
ga ada notifikasi loading nya lama kurang responsif buka tutup aplikasi jadi ribet,1,Negatif
mana manta yg kau janjikan bang,1,Negatif
akademi sales crypto sih lebih tepatnya atau akademi belajar bareng crypto wkakaka ngotak tolol bayar 17jt 1000 suruh hold token airdrop,1,Negatif
gas margin call bang,5,Negatif
harus gua akuin sih maaf orang joint kelas beliau tujuanya cuma 1 pengen cuan terlalu over marketing dan gua ga banyak sampein keluh kesah tp sudah banyak yg terwakili dari member yg kasih rate bintang 1 semoga jangan terulang lg seperti kelas ternak uang gua percaya timothy dan kalimasada org baik semoga kedepanya banyak perbaikan ya,3,Negatif
akademi paling sampah,1,Negatif
saya cuma mau berbagi pengalaman aja sejak ikut program ac sekitar maret atau april banyak coin2 yang mereka call walaupun yg klik buy i tapi hasilnya malah rugi sekitar 80 rasanya sih nggak beda jauh dari ikut grup gratisan informasinya menurut saya teknik yang diajarkan lebih fokus ke framing yang sangat pintar jadi kita tergiur tdk ada penjelasan yang jelas soal cara keluar dari posisi yang udah merugi jadi saya rasa lebih baik nggak usah lanjut ikut ac cari digratisan atau youtub,2,Negatif
aplikasi jelek gak berguna jadiin bisnis pribadi yang harganya mahal banget gak berguna gak ada akses ke aplikasi langganan lifetime gaka ada dasar incar duit aja,1,Negatif
sebuah paket berharga jutaan rupiah,5,Negatif
jangan mau beli kelas ini pembodohan lebih baik dr awal mencegah daripada nyesel nya belakangan,1,Negatif
lu pada yang giring opini gausa ikut rate ya ganggu orng aja apalagi sampe bikin batal mc,5,Negatif
bayar 17 juta cuma buat materi yang udah bertebaran gratis di platform lainnya lawakkkk,1,Negatif
awowkwok scam,1,Negatif
tidak sesuai ekspektasi,1,Negatif
maaf saya tidak ikut member🙏 saya pengangguran cari kerjaan masih sulit mau dagang tidak ada modal terima kasih edukasinya,5,Negatif
yang rating jelek biarin aja ncek,5,Negatif
yg ratting jelek padahal gk punya akses ke aplikasi nya cuman download doang,5,Negatif
tidak bisa di akses,1,Negatif
informasi sangat kritikal yg komen2 bad jangan dipercaya mereka punya duit buat joinnya aja kaga punya,5,Negatif
tau kan kenapa rating nya ampas 🤫,1,Negatif
gw ikut seminar juga bayar tapi gatau nya rugi gw gw pikir pikir masyarakat harus berubah kalo semua main crypto ekonomi ga jalan lu beli mclaren buat marketing doang kan biar kena emosi nya maaf demi bangsa inj,1,Negatif
pasang limit sell member ac non contra di harga 5jt beli dlu 15 jt masih sampe maret 2026 bisa nego ga kepake soalnya j ga guna sama sekali bisa nego,1,Negatif
berikan opsi refund kelas ngga berguna,1,Negatif
mening duit nya buat ikutin orang2 yang lebih pengalaman murad andreas tobing dan face crypto dari pada masuk akademi crypto rungkad cs 😭,1,Negatif
lebih suka ac yang dulu prof sering aktif sering live🙏,1,Negatif
buat yng ngasih bintang 1 berarti dia gk bisa gunain informasi yng ada didalamny keknya indo msh blm siap buat apk ginian wkwk,5,Negatif
mungkin lebih cocok diganti namanya diganti dengan akademi sampah,1,Negatif
udah bayar mahal call jarang banget yang belum join mending cari kelas lain disini sangat ditidak worthit rata2 orang tu maunya calls malah dikasih berita mlulu spam boss yang penting cuan kasih calls yang banyak,1,Negatif
apalah aplikasi sampah mending di discord kemarin isinya cuma berita gajelas doang mana gaada diskusi sesama membernya lagi,1,Negatif
ya ampun kalau cuma begini mah info di internet banyak gratis pulak,1,Negatif
sangat mengecewakan makin ke sini makin sampah aja ni ac bisa di refund ga si ini gua merasa sangat di rugikan sama ini akademi hati yang mau masuk ac itu 100 scam bacot doang foundernya ga biasa di pegang omngannya banyak sekali janji manis tapi ngga ada yg di jalanin gua dunia akhirat ngga ikhlas makan tu duit hasil nipu orang ngga akan berkah kalian gua doain cepet nemu ancurnya jangan sampe kalian jadi korban selajutnya kemakan omongan timoti sama kalimasada,1,Negatif
gk sesuai,1,Negatif
mending kyk dulu aja dah di discord,1,Negatif
akademi contol minusnya tombol refund lebih guna michat daripada aplikasi ini,1,Negatif
mending urusin dan tanggung jawab koin2 yang di call boncos 70 daripada sibuk cari cuan lagi dari member yang di highlight koin2 yang viral dong kaya manta aevo renzo dll itu lu urusin dulu bukan malah ngilang pea,1,Negatif
materi yang diajarkan sangat dangkal dan tidak relevan dengan perkembangan terkini di dunia kripto banyak informasi yang salah dan menyesatkan,1,Negatif
pandangan makro dengn bahasa sederhana ala ncek hilang 😭 saya kurang suka bahasa bertele2 ala kalimasada,1,Negatif
tolong ditambahkan chats diskusi supaya bisa berdiskusi karena berdiskusi itu penting,1,Negatif
hati hati bro ini scam atau penipuan member di bungkam discord di hapus smua jejak busuk di hilangkan hati2 aja kena batunya lo bedua,1,Negatif
aplikasi nya bagus tapi lebih baik refund yg beli kelasnya,2,Negatif
dump it,1,Negatif
darksystem koin lu fomoin pasti turun,1,Negatif
motivasi dari tr emang mantep banget cuma sayang ini apk sangat kurang worth it beritanya kurang di filter dan banyak yg kurang berguna diskusi komunikasi di discord ditutup dibubarkan yang biasanya sering aktif di discrod buat liat news atau call coin2 skrg udah ga lagi jadi kurang memuaskan,1,Negatif
masuk kelas 17jt tapi malah bikin banyak orang yg masuk rugi ratusan juta kelas rungkad,1,Negatif
tulisan nya kenapa warna ungu mau ngide kah itu formula orang tolol namanya ga nyaman mata gua baca artikel lu pake warna ungu segala bagusan versi discord malah di hapus ada live sesion juga di situ tapi dah mager keknya mau nge live bloomberg juga jarang update keliatan males milah berita value 1m tapi banyak mirornya buat apa juga malah jadi keliatan rugi gua buang duit puluhan juta,1,Negatif
value nya ga seberapa,1,Negatif
giliran bullrun malah ngurusin aplikasi lawak yang rutin buka di pc laptop gimana mana ga ada notif pula diskusi ditutup discord kosong ibaratkan orang mau pindahan rumah tapi masih tanah kosong dan tidur di tanah kosong itu 😂 janji janji ke member yg bayar puluhan juta mana terus di akuin kalau value yg didapatkan bisa bernilai ratusan juta semua hilang demi aplikasi dan giveaway lisa 😂,1,Negatif
air conditioner lebih bermanfaat daripada ac satu ini,1,Negatif
gimana cara makenya gak ada menu registrasi nya,1,Negatif
masuk maret ikut call nya sampai sekarang rungkat grup diskusi sudah di matikan di dc kelas 17 juta rasa sampah,1,Negatif
aplikasi tidak jelas,1,Negatif
saran saja utk semua calls yg rungkad lebih baik dibahas di live dc bukan malah menghilangkan jejak rungkadnya migrasi k apk member yg sudah bayar dikasih ksempatan bertanya namanya juga akademi masa dibungkam member pnya hak utk bertanya,1,Negatif
aplikasi gak guna postingan lama gak bisa dibaca lagi cuman ada sekitar 4 posting terbaru yang bisa dibaca untuk need to know cuman dikasih berita doang orang awam mana tau cara analisa berita2 kripto dibuat apa jarang update konten gak ada market update pojok avs alt act buru2 lauching aps tp fungsinya mrosot tajam saran aja klo aplikasi blm siap jangan dipake alasan versi beta jujur gw bingung ini aplikasi dibuat apa,1,Negatif
99 rugi kalian klw beli kelas ini,1,Negatif
worst pivot ever don t buy this,1,Negatif
gak jelas baru tau ada komunitas bertajuk akademi tapi hanya satu arah ngaku ada dosennya pula padahal di dalamnya wadah untuk saling bertukar pikiran aja gak ada harga dan kualitas yang disajikan sungguh memalukan di indonesia banyak komunitas crypto yang jauh lebih baik dari ini,1,Negatif
discord mati research di klik gambar hitam doang aiii dah,2,Negatif
ngomong nya low caps mau di share pdahal member sudah vot mau dengan baik mengatur money management nyatanya sampe sekarang ngg ada kelanjutan giliran yg potensi gains nya besar ngg di share cuma masuk sendiri di act dan fartcoin serakah dan cuma mau menang sendiri🙈🙈🙈,1,Negatif
kesalahan ncek dan prof kaka yang terlalu over confidence dengan manta qnt dll juga terlalu pede dengan altseason di april hanya sedikit kesalahan tapi sangat menurunkan kepercaan orang terhadap ac setelahnya jujur saya rindu dengan kejayaan ac di awal tahun kemarin tetapi skrg malah banyak negatif opini diluar sana tentang ac semoga ac bisa comeback lagi ke masa seperti awal tahun 2024,5,Negatif
sebagai member ac saya kecewa dengan keputusan sepihak yg migrasi dari dc ke apk ini,1,Negatif
akademi scam,1,Negatif
isinya berita sampah,1,Negatif
nge call invalid langsung delete katanya 90 winrate,1,Negatif
tidak sesuai dengan iklan,1,Negatif
scam bisnis produk tidak sesuai dan tidak ada refund,1,Negatif
info semakin sampah lihat story prof buy coin fartcoin dan act yang naik 20x lebih ga di share tapi coin2 yang naik 20 di share soalnya dia main aman takut dihujat klo share coin2 besar kan gamungkin turun jauh,1,Negatif
ac ampas,1,Negatif
percayalah yang terlihat di media tidak sesuai dengan yang di harapkan hahahahaha semoga ac bisa improve dalam segi calls dan transparansi,1,Negatif
sampah dibungkus marketing,1,Negatif
mau aja dibegoin kelas harga puluhan juta materi hasil copas sana sini yg katanya prof jg call entrian kaya orang baru belajar trading kirain prof itu jago ato kek gimana 😂 kaya karena trading ✖ kaya karena jualan kelas 😋,1,Negatif
balikin duit orang woi,1,Negatif
hati hati jangan tertipu membernya masih minus di manta udah bayar malah minus,1,Negatif
scam alert,1,Negatif
gw download cmn buat komentar jangan kemakan marketing titik maksudnya apa berpikir lebih kritis,1,Negatif
hati2 scammer penipuan,1,Negatif
